dyad,F0_MAX_synchrony,F0_MAX_convergence,F0_MAX_proximity,F0_MIN_synchrony,F0_MIN_convergence,F0_MIN_proximity,F0_MEAN_synchrony,F0_MEAN_convergence,F0_MEAN_proximity,F0_MEDIAN_synchrony,F0_MEDIAN_convergence,F0_MEDIAN_proximity,F0_STDV_synchrony,F0_STDV_convergence,F0_STDV_proximity,F0_MAS_synchrony,F0_MAS_convergence,F0_MAS_proximity,ENG_MAX_synchrony,ENG_MAX_convergence,ENG_MAX_proximity,ENG_MIN_synchrony,ENG_MIN_convergence,ENG_MIN_proximity,ENG_MEAN_synchrony,ENG_MEAN_convergence,ENG_MEAN_proximity,ENG_STDV_synchrony,ENG_STDV_convergence,ENG_STDV_proximity,VCD2TOT_FRAMES_synchrony,VCD2TOT_FRAMES_convergence,VCD2TOT_FRAMES_proximity,speech_rate_synchrony,speech_rate_convergence,speech_rate_proximity
45,-0.5993095477669232,-0.8864941419146147,-167.9764802621023,-0.2984369085215488,0.746083026158563,-64.69467032250385,0.6289220791490824,-0.04724430099293799,-106.80240830301182,0.8444573762277128,-0.36811059864648416,-100.47085298151725,-0.8716394419611263,-0.833157427845787,-16.854229127309043,-0.6247460867923094,-0.8902767297599907,-288.4230447033492,-0.7529177820519928,-0.40909714549650106,-0.9437987961098742,-0.6394556446401196,-0.10425723528032456,-3.9704187322405566,0.2384643010490215,-0.3557494222335256,-3.3981846879253794,-0.4041957994295837,-0.1053751897838421,-3.1646240405368324,0.1138962055105008,-0.15235493283585938,-0.1398788708483647,-0.3089472820578016,0.16404473157905894,-2.768502900910377
47,0.31826580628135426,0.19464570483455101,-58.63012286752962,-0.6838032680512063,0.1976639595323826,-28.527061566049042,-0.45924494602890065,0.7512098528198137,-35.48661553800477,-0.5084516068407585,0.8157598099117146,-28.167112686545266,-0.6569353569644296,-0.5521083991562322,-0.1622695805120884,0.6598688344534427,-0.11579233860218471,-88.10592769933277,-0.5217730215874385,-0.3221794824600898,-2.328759277042323,0.24584968245731856,-0.18153982971842877,-23.128232859396583,0.39172210757039033,0.1180241953934579,-2.694321489814115,-0.18120060612019553,-0.41066590230591254,-5.563828143219699,0.3404306143691431,-0.42686723139766286,-0.00705243353943541,-0.41541495842580056,-0.6876671583053054,-2.5836295793228157
50,0.19583667734767585,-0.5354797481031285,-67.710998795444,-0.3265078295823082,0.19300849445434115,-19.74700365097724,0.21696289491840753,0.09766558035988289,-12.244425469430396,-0.5520222474580542,0.5354231855226714,-3.8773033082651125,0.5202980251176448,-0.3231889577827294,-16.676952478667104,-0.7151482160095651,-0.003775807311927948,-109.36577339423624,-0.6399840422835908,0.048564878666517576,-0.48473621289727475,0.25605852433866605,0.4057820896440788,-8.65032176568721,0.4953975125046739,0.8078260955627368,-5.209287467820779,-0.5060512185105629,0.6974744949912691,-3.0588348106022263,0.3540216911903669,0.8722125275648498,-0.13651439337813986,0.15614595948465063,-0.3083924434615432,-2.5761715570286547
51,-0.3257900924537561,-0.6547876104025996,-21.236695939216986,-0.2576964382322649,-0.5852251601048982,-26.695881619162108,0.4899071925890071,0.05612963793843629,-30.37436820054944,0.17281018819027608,0.3436895077294713,-29.195870300521065,0.3581235733282291,-0.21362562496965698,-1.4017249570741726,0.8972688687970272,-0.16112735631767638,-26.802980820741737,-0.24740616152773334,0.011766363157869521,-1.4254664663461512,-0.395620120533763,-0.6844878571106107,-21.1834245364011,-0.10072404355608226,-0.3788968347222193,-5.243103451236273,0.43366659604030927,-0.1948444432407213,-7.656558542239015,-0.24755803522305944,-0.6515158746340105,-0.17046747939560436,0.3838975198612845,0.3045933947844694,-0.4088596036764489
54,-0.32772760738514045,0.2836834733031469,-15.128763769646241,-0.4425889937775788,-0.7362563082081139,-57.95059803081483,0.36406571336842564,-0.32642641254138705,-37.82502097994879,-0.41012586167655507,-0.5638099622541322,-32.34294348405356,-0.23107216036865091,0.35202218806197383,-4.2175638105557525,0.3522537668576249,-0.5993511308660071,-72.34086580019562,-0.6749909262233985,0.437426519914422,-1.529683106027548,0.4321465739875592,0.2827739404839328,-16.362358240227326,-0.26423595800947997,0.6863969670728642,-6.66086230077341,0.41390304854991317,0.4136954773233834,-4.914756311951663,-0.45106605422976026,0.7695513877340912,-0.12718166037360346,-0.5508165473748907,-0.4877911249931909,-1.3036279282313465
55,0.3716585664939747,-0.5380780687909699,-17.132134598880327,0.43589546665669127,0.01897432109306411,-18.73214512489696,0.15898929373435003,-0.2955498279844019,-10.479079780613233,0.2739437290735148,-0.2946361986674396,-11.223444650316878,0.6708034740643668,0.287018303379365,-2.23787600102305,-0.29118995878677506,-0.6293920053961514,-95.7722286882686,-0.29218754330497115,-0.5305694173001999,-0.411094137372487,-0.23013579916776056,-0.4790594754523919,-3.0054608485606273,-0.24387426345821284,-0.7117665957450384,-1.3112064622467159,0.2556514069790574,-0.6005702378757969,-2.0956022279689677,-0.5810605896226178,-0.8493198506789651,-0.05262267754127725,-0.14186446647610781,0.07645243761947576,-0.8376284952798176
56,-0.8087179927274888,0.8315968221654892,-61.420675160959945,-0.6358725795736871,-0.7980322722273875,-55.04009001989195,-0.6453712068004914,0.7926584946718532,-60.98448695252998,0.32828175034317564,-0.666722969762012,-67.01883276639319,-0.867858490435361,-0.796182928931321,-7.996280747183938,0.7022209537471823,0.8884405132134626,-69.41825828929251,-0.8510161998129384,0.5267355486889569,-1.7828660177262208,-0.6371817831924831,-0.42799583313064654,-0.7371764145058144,0.704052280134563,-0.2976923852440541,-4.807650643251449,-0.873923129901239,0.2612869091147438,-1.6841039913370022,-0.7005755208064703,-0.7765249175224677,-0.09190357701950336,-0.6976309765200662,0.6722472683655443,-1.6960565029597285
60,-0.5692858818811661,0.25197596063219335,-24.708189245762895,-0.27353629774652766,0.25081579228366047,-5.6751145479303915,-0.4087371292011661,0.64547373332596,-17.073877686871185,-0.2845357989024691,0.7728950703856295,-23.147691507798953,0.2494287168492681,0.4361059843639047,-1.2683648292781697,0.706722476723965,-0.3318425527884348,-21.5136092135767,-0.6357141833846176,0.7836493553343407,-5.380441957955398,0.38715473924802196,-0.2002455166647722,-6.216182183933917,-0.5270426029839596,0.3727284719657439,-1.2560372448175556,0.22482706214017442,-0.42811630972874865,-4.69579740147201,-0.7430720069150947,-0.7556391512150727,-0.1158736917328772,0.15552406112776393,-0.6293632678562604,-1.6283095540458792
61,-0.3278877801412592,0.4051511980478015,-22.7645632800714,-0.3802198301410723,0.003863807851723374,-41.9639397345082,-0.509896056503676,0.39094473733980434,-48.542144313537165,0.5664026815813041,0.5439873218553586,-60.65228331306213,0.4902538767105636,0.43111659368554134,-11.414385697970008,0.48711493597807626,0.45966370521155553,-131.9502726456917,0.5894685504576898,0.3738965318876489,-4.789822236374377,0.1806517729645018,-0.1677686171741218,-3.5242975742421763,0.4951879507783208,-0.02517823185902587,-3.915046406255712,0.2520174577448039,0.02490501632278504,-0.09842143039844409,0.15540927903132748,0.055512592479895956,-0.04738117336312231,0.6460938469845561,0.01800092521976041,-0.8694359688762638
64,0.7266433808961853,-0.1680560286453253,-31.220456065722715,0.7599905249153049,0.5134824362076436,-21.143256665986343,0.5814014241745952,0.033278318750214156,-2.5737879641140466,0.421802609733459,0.15567090866218497,-3.5334134674261577,0.3393958246425264,0.7329195814337908,-6.73238803740745,-0.46975236914485,-0.793627354912295,-22.324997444009398,0.566828717951605,-0.5813235319452338,-1.1334033084074093,0.4806140166324183,0.5018575091875398,-5.117441119440372,0.7499321048084432,0.5311266448918758,-3.4596342614068547,0.522849532391801,0.7817366743401012,-1.9756684541591678,0.8368315002797735,0.0037646979410873214,-0.015203124710073568,-0.4120814498368015,-0.5946449981408396,-2.7136605900714628
66,0.7426455084651175,0.6350873954282907,-41.538722185707854,-0.7662346599437065,-0.8334862240018696,-7.306893859140416,0.8087635284759708,-0.42585694395551327,-2.196539789934903,0.6497999727125661,-0.13092208664357446,-3.5860761131516057,0.8595055051318516,-0.402069328525409,-7.503731967265933,-0.7907348711810777,-0.8762131501946567,-34.02181171467228,0.7357222792953712,-0.5222608847114248,-5.510262091629613,0.6264961491970695,0.037204736035861136,-0.9260958695792318,0.30755305781998926,0.23436542203344207,-7.549024898511526,-0.7121653577111466,-0.4837748612154681,-1.4793234229009595,-0.48887860154798846,0.655593161176391,-0.09804439719054048,0.8728024448961569,-0.35768397909803706,-0.9701717481781245
67,0.3792255945673792,-0.7030269696556208,-38.67513619936358,0.8832628679613649,-0.5129135213702393,-1.1234181378252828,0.8847301817469442,-0.7798294889697195,-16.340678823792302,0.8341317812929188,-0.8469187309428693,-14.750622933892288,-0.35599872123974796,-0.769722679202537,-8.285752452359116,-0.3594692417741815,0.5225928588584634,-26.383834349209792,0.5727970942681929,0.06356738935890832,-1.7300010788068363,0.672385099764181,0.32879974769188663,-20.148536690991193,0.24141283387203036,0.16920468863834418,-6.264904317539084,0.47639929949221876,0.44090285037803184,-8.401334237476204,0.33110378408556596,0.1265742239196638,-0.1311997256748323,0.8511666152228222,-0.02517048051221496,-0.1377745327708073
71,-0.17600395698266477,-0.2315476963355765,-99.12787320097218,-0.3360393802165621,0.18395915510949037,-55.54753207526559,-0.49671871831773073,0.12238964105561587,-74.5886942731518,-0.467683772781101,0.034282432339937614,-72.53706029439878,-0.37694177601964374,-0.12763550503724497,-8.291574842286371,0.7005310601272874,-0.3913451506470956,-150.01622115957076,-0.5569806103032485,-0.06942633005397168,-4.938862965289346,-0.24576669256625056,0.3193511641639816,-10.167080727530923,0.5317594104250702,0.3142553126844049,-7.53149486304175,-0.2667161599944391,0.4020571103847095,-1.5742004915749517,0.5375276372556654,0.3300374426059684,-0.18250272277903723,-0.5720703881622213,0.03427325684825515,-1.0346883695091442
72,-0.6439004590271881,-0.16502921803401746,-11.23406179479258,-0.33476919715237785,0.3442638741370801,-7.806134993184202,0.08002184967961411,0.25629291961584855,-26.14023721500203,0.158447471283296,0.19348571940270082,-29.718590100461654,0.2522873923916721,-0.13364338098925457,-2.8816574510006063,0.1699354836464781,0.4655158812845727,-68.06690068387223,0.28946653088714863,-0.498516654211369,-1.0670896517601847,0.2869021508916646,0.4431717385331696,-9.832962713495306,-0.4468006389989824,0.8031805541988714,-3.942218295015877,0.45954932731037634,0.4837080078578146,-4.970377762122407,0.3573020696231859,0.4397586481061431,-0.13352242917855128,-0.4731975056965195,-0.14797690409868247,-1.798471414707091
76,0.29097647071397387,-0.4750307570356934,-18.62076520994458,0.12330442936791398,-0.1511919314498952,-27.79204815046208,-0.2856993595575681,-0.21074160638468986,-10.330385300644167,-0.1793442109756645,-0.0007845676827313359,-21.211434124351,0.6047798231863911,-0.1612551327350717,-6.232261116616762,0.40846497835439977,0.17899613499302866,-268.8947130038563,0.3628846612204691,-0.18546917785639616,-1.0588096494818728,-0.4396176841581503,-0.26075290558054814,-7.214588329706785,-0.3032509702387197,-0.059540572271767025,-3.8385558685395367,0.07467740656060341,0.11207684906862224,-5.0941443275093174,0.23538599920048778,-0.445337619124562,-0.08855245384234212,0.6045829455753923,0.2546408193352721,-3.4613965608055457
77,-0.47760058691013263,0.22632484408196726,-37.797371867746136,0.16504812262007892,-0.49259140763927417,-31.611729617926613,-0.7429827326136476,0.3177233026393863,-11.857527714259803,-0.41878888749742355,0.16794663795379275,-3.502139576300138,-0.4099241498805,0.12257104052930819,-4.6837428450396175,-0.24519398971100678,0.11227676768632652,-37.4873045953411,-0.4429031600336391,0.1932200825673334,-0.025120092055047394,-0.31985804907574683,0.07106468836258842,-14.243340667320808,0.17342481518661193,-0.2926196091378056,-2.5920613233139704,-0.27235467151209275,0.21944860256230034,-4.0169093337598305,0.65535910478404,-0.11913786813066767,-0.13209389521187143,-0.1676182575468355,0.330891066274083,-0.40815108912284437
82,0.6708393213980995,-0.29692567111381296,-43.24733850158958,-0.43842353730530076,0.1452559422266321,-2.2676633407594977,0.8560154930011801,-0.48253512735521537,-13.134573205837455,0.7204516268521298,-0.3854819769183449,-9.336110435805693,0.4628245064087355,-0.2808583048224354,-2.3465706876267234,0.4734862608727563,0.13113743616464021,-38.748119065153105,-0.302151036630048,0.4564894527692485,-0.15846221932964966,0.4572683672366798,-0.09908331203458506,-22.9445751483141,0.4126367012190178,0.7253908972054599,-10.03023540013519,0.7413697400786723,-0.053326997486791566,-8.244455460712407,0.633530858145159,0.614656908993758,-0.14455446193897226,-0.4651870431200471,-0.10307634489782105,-0.42690481791640345
